SRA_Run,biosample,geo_loc_name,marine_region,geographic_location(region_and_locality),lat_lon,geographic_location(latitude),geographic_location(longitude),geographic_location(depth),latitude_start,latitude_end,longitude_start,longitude_end,submission
SRR9006446,SRS4717437,,,Czech Republic: South Bohemian Region,49.0427 N 13.6161 E,,,,,,,,JGI; 2019-04-25
ERR4008007,ERS4063622,,Red Sea,,,,,,29.5021,,34.9167,,EBI; 2020-05-01
SRR5500541,SRS2163153,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
DRR110569,SAMD00098263,,,"Japan:Ibaraki, Tsukuba",,,,,,,,,National Institute of Advanced Industrial Science and Technology; 2019-03-15
SRR7804006,GSM3380033,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
SRR8286551,SRS4111507,,,Atlantic Ocean: Sargasso Sea,27.4282 N 76.4374 W,,,,,,,,"University of North Carolina at Chapel Hill, Robert Lampe; 2018-12-05"
ERR3586787,ERS489339,,"(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029), Marine Ecoregion:Mascarene Islands (MRGID:22030)",,"(latituden=-16.8084, longitudee=59.5043)",,,,-16.8084,-16.8083,59.5043,59.5043,EBI; 2019-10-10
SRR6048558,SAMN07632867,,,USA: Iowa,42.0266187 N 93.6486594 W,,,,,,,,JGI; 2017-09-11
SRR8394623,SAMN09092246,,,Atlantic Ocean,45.529783 N 12.430106 W,,,,,,,,JGI; 2018-05-08
ERR2088984,SAMEA104205861,,,Switzerland,,47.500478,8.495256,,,,,,EBI; 2018-10-08
SRR5864109,SRS2381199,,,USA:Ohio,41.382783 N 82.51465 W,,,,,,,,"The Ohio State University, Richard Wolfe; 2016-10-10"
SRR7535303,SAMN09202452,,,USA: Massachusetts,42.481016 N 72.178343 W,,,,,,,,JGI; 2018-05-11
ERR3586792,SAMEA2621378,,,,"(latituden=-44.5913, longitudee=-52.1804)",,,,-44.5913,-44.6399,-52.1804,-52.1384,EBI; 2019-10-10
SRR6336475,SAMN08100494,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
ERR908602,SAMEA3445033,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR1238099,SRS591920,,,China:Hangzhou,30.26 N 120.24 E,,,,,,,,"China Agricultural University, Ang Hu; 2014-04-15"
SRR8837358,SAMN11289612,,,China:Nanjing 32.07N 119.50E,,,,,,,,,"Nanjing Agricultural University, Liang Shi; 2019-03-30"
SRR5252778,SAMN05384305,,,"Germany: Schloeppnerbrunnen fen II, Fichtel Mountains, northeastern Bavaria",50.131881 N 11.881046 E,,,,,,,,"University of Vienna, Bela Hausmann; 2016-07-13"
SRR7088796,SRS3239217,,,USA: Oregon,46.1870 N 123.5890 W,,,,,,,,JGI; 2018-03-22
SRR5429576,SRS2110145,,,"Puerto Rico: Luquillo Critical Zone, Bisley",18.30 N 65.80 W,,,,,,,,"University of Georgia, Jared Wilmoth; 2017-04-02"
SRR5257969,SAMN06268178,,,"USA:Hopland, California, USA",38.972988 N 123.116539 W,,,,,,,,JGI; 2017-01-25
ERR3586906,ERS493304,,,,"(latituden=31.5213, longitudee=-158.9958)",,,,31.5213,31.493,-158.9958,-159.0606,EBI; 2019-10-10
SRR7687279,SAMN09094425,,,USA: Georgia,31.4271 N 81.6053 W,,,,,,,,JGI; 2018-05-08
SRR8857866,SAMN11338663,,,China:Nanjing,31.80 N 118.50 E,,,,,,,,"Nanjing University, Tong Li; 2019-04-04"
SRR5818841,SRS2348111,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR6820487,SRS3031369,,,"Norway: Aas, norwegian university of life sciences",59.6 N 10.8 E,,,,,,,,"Norwegian University of Life Science, Benoit Kunath; 2018-03-09"
SRR2094813,SRS930399,,,Germany:North Sea,53.8955 N 8.0496 E,,,,,,,,"Institute of Microbiology and Genetics, Bernd Wemheuer; 2015-04-06"
SRR6399539,SAMN08215985,,,"USA:california,Palo Alto",37.4346639 N 122.438491 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7687209,SAMN09094131,,,USA: Georgia,31.4271 N 81.6053 W,,,,,,,,JGI; 2018-05-08
ERR4147295,ERS4560396,,,,44.09863889 N 3.99408333 E,,,,,,,,EBI; 2020-05-22
SRR8447915,SRS4256464,,,USA: Iowa,42 N 93 W,,,,,,,,JGI; 2018-10-30
SRR11414100,SRS6376033,,,USA:Urbana,40.12 N 88.20 W,,,,,,,,"University of Illinois at Urbana-Champaign, Ran Mei; 2020-03-25"
ERR3997383,SAMEA6264052,,Red Sea,,,,,,29.5021,,34.9167,,EBI; 2020-05-01
SRR3720166,SRS1525893,,,missing,48.6000 N 123.5000 W,,,,,,,,JGI; 2016-06-09
SRR10090656,SAMN12719712,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
SRR8361531,SRS4179655,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-10-30
SRR7523401,SAMN09631180,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR5248430,SAMN06268405,,,"USA:Madison, WI, USA",43.078418 N 89.386482 W,,,,,,,,JGI; 2017-01-25
ERR1712099,SAMEA2730950,,"(search radius=5 degrees) Marine Ecoregion:Floridian (MRGID:21977), Marine Ecoregion:Carolinian (MRGID:22003)",,"(latituden=29.7186, longitudee=-79.6636)",,,,29.7186,29.727,-79.6636,-79.6715,EBI; 2016-10-22
SRR6399733,SRS2776315,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR8554415,SAMN10864864,,,USA: Wisconsin,44.11 N 88.23 W,,,,,,,,JGI; 2019-02-01
ERR3586876,SAMEA2623931,,,,"(latituden=43.7056, longitudee=-16.8794)",,,,43.7056,43.8047,-16.8794,-16.8887,EBI; 2019-10-10
SRR6050643,SRS2524689,,,Austria: Klosterneuburg,48.3000 N 16.2000 E,,,,,,,,JGI; 2017-09-11
SRR6905837,SRS3098530,,,Pacific Ocean,24.576 N 156.381 W,,,,,,,,"Columbia University, Matthew Harke; 2018-03-19"
SRR7087980,SRS3238876,,,USA: Washington,46.2860 N 124.0520 W,,,,,,,,JGI; 2018-03-22
SRR6399964,SRS2776651,,,"USA:california,Menlo Park",37.4594516 N 122.1636314 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR6823696,SAMN07630526,,,USA: Wisconsin,46.0080 N 89.7010 W,,,,,,,,JGI; 2017-09-11
SRR6399818,SRS2776796,,,"USA:california,Palo Alto",37.4323403 N 122.17595 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR9108870,SAMN10094269,,,Pacific Ocean,24.4 N 156.5 W,,,,,,,,"University of Washington, Bryndan Durham; 2018-09-19"
SRR5626493,SAMN07175115,,,Pacific Ocean: subarctic,50.00 N 145.00 W,,,,,,,,"University of North Carolina at Chapel Hill, Natalie Cohen; 2017-05-29"
ERR3586778,ERS494075,,"(search radius=5 degrees) Marine Ecoregion:Floridian (MRGID:21977), Marine Ecoregion:Carolinian (MRGID:22003)",,"(latituden=29.851, longitudee=-79.7064)",,,,29.851,29.8982,-79.7064,-79.732,EBI; 2019-10-10
SRR6049632,SRS2523738,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2017-09-11
SRR11665713,SAMN14515076,,,Antarctica:Antarctic Ocean,46.5954 S 142.0314 E,,,,,,,,JGI; 2020-04-01
SRR5131899,SRS1879417,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.42 N 156.31 W,,,,,,,,"SCOPE, John Eppley; 2016-12-23"
ERR1719399,ERS488832,,,,"(latituden=19.0284, longitudee=64.5126)",,,,19.0284,19.0108,64.5126,64.532,EBI; 2014-07-17
SRR7523375,SRS3547741,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR8550082,SAMN10864809,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR9016424,SRS4725992,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-04-25
SRR5208442,SAMN06266316,,,"Canada:Laval, Canada",45.5400 N 73.7200 W,,,,,,,,JGI; 2017-01-25
SRR985024,SRS498497,,,,,,,,,,,,"Cornell University, Erin Eggleston; 2013-09-11"
ERR2227972,SAMEA104445649,,,,,,,,,,,,EBI; 2018-07-03
ERR3011963,SAMEA5186643,,,,,,,,,,,,EBI; 2019-08-08
SRR6049628,SRS2523731,,,Czech Republic: Prague,50.02 N 14.46 E,,,,,,,,"Institute of Microbiology ASCR, Milan Gryndler; 2017-09-15"
SRR5011269,SAMN04419127,,,South Africa: Welkom,28.232288 S 26.79436499 E,,,,,,,,"Princeton University, Cara Magnabosco; 2016-01-16"
SRR2976265,SAMN04296598,,,"USA: Neuse River Estuary, NC",34.96327097 N 76.87009334 W,,,,,,,,"UNC AT CHAPEL HILL, Weida Gong; 2015-11-25"
SRR5208541,SAMN06267483,,,"USA:Alaska, USA",68.6135 N 149.3144 W,,,,,,,,JGI; 2017-01-25
SRR7976327,SRS3887523,,,Japan: Gunma Prefecture,36.2900 N 139.3800 E,,,,,,,,JGI; 2018-03-22
SRR7523353,SAMN09631249,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6228812,SAMN07687106,,,Arctic Ocean: Norwegian Sea,73.0188 N 9.8566 E,,,,,,,,JGI; 2017-09-22
SRR5799337,SRS2332712,,,USA,33.55 N 118.40 W,,,,,,,,"University of Southern California, Sarah Hu; 2017-06-22"
SRR5208542,SAMN06267366,,,USA: Delaware River,39.283 N 75.3633 W,,,,,,,,JGI; 2017-01-25
SRR8554736,SRS4347427,,,Atlantic Ocean,55.8778 S 1.056 E,,,,,,,,JGI; 2019-02-01
SRR6399737,SAMN08216125,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR1711950,SAMEA2657013,,,,"(latituden=-29.4964, longitudee=37.9974)",,,,-29.4964,-29.4948,37.9974,37.9852,EBI; 2014-07-17
ERR1719395,ERS492897,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.9111, longitudee=-142.5571)",,,,-8.9111,-8.895,-142.5571,-142.6228,EBI; 2014-07-17
SRR4381458,SAMN05924765,,,Italy: Lago Viverone,45.4175 N 8.048519 E,,,,,,,,"University of Duisburg-Essen, Lars Grossmann; 2016-10-19"
SRR9005228,SAMN11511890,,,USA: Washington,47.6519 N 122.3113 W,,,,,,,,JGI; 2019-04-25
ERR3322262,ERS3366737,,,Sweden,,56°55.851,17°03.640,2,,,,,EBI; 2020-07-29
SRR6233793,SRS2643627,,,Atlantic Ocean:Southern Atlantic ocean,5.7000 S 26.0000 W,,,,,,,,JGI; 2017-09-11
SRR5208280,SRS1943450,,,"USA: Wyoming, Yellowstone National Park",44.963 N 110.715 W,,,,,,,,JGI; 2017-01-25
SRR10852002,SRS5962033,,,China: Shanghai,31.15 N 121.42 E,,,,,,,,"East China University of Science and Technology, Yangyang Zhuge; 2020-01-08"
SRR6435639,SRS2802850,,,USA: Wisconsin,46.008 N 89.701 W,,,,,,,,JGI; 2017-01-25
SRR7976620,SRS3887692,,,USA: Colorado,38.9231 N 106.9513 W,,,,,,,,JGI; 2018-03-22
SRR8554420,SRS4347120,,,USA: Wisconsin,44.11 N 88.23 W,,,,,,,,JGI; 2019-02-01
ERR3586711,ERS1308431,,[AO] Arctic Ocean (MRGID:1906),,,,,,67.161,67.18,0.3964,0.4881,EBI; 2016-10-29
ERR1711977,SAMEA2622489,,,,"(latituden=-16.9587, longitudee=-100.6751)",,,,-16.9587,-16.9687,-100.6751,-100.7324,EBI; 2014-07-17
SRR11414097,SAMN14444961,,,USA:Urbana,40.12 N 88.20 W,,,,,,,,"University of Illinois at Urbana-Champaign, Ran Mei; 2020-03-25"
SRR8237760,SAMN09091866,,,"USA: Cedar Creek Ecosystem Science Reserve, East Bethel, Minnesota",45.4036 N 93.1889 W,,,,,,,,JGI; 2018-05-08
SRR2090088,SRS981305,,,USA: Gulf of Mexico,28.7051 N 88.4016 W,,,,,,,,"National Research Council of Canada, Etienne Yergeau; 2015-07-07"
SRR5251047,SAMN06268340,,,USA: University of North Carolina,35.9082 N 79.0499 W,,,,,,,,JGI; 2017-01-25
ERR1719498,ERS489279,,(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774),,"(latituden=-0.6625, longitudee=73.161)",,,,-0.6625,-0.6623,73.161,73.1611,EBI; 2014-10-14
SRR11178174,SAMN14206074,,,USA: Pacific Ocean,33.44 N 118.47 W,,,,,,,,"Woods Hole Oceanographic Institution, Sarah Hu; 2020-02-25"
SRR6285258,SRS2682054,,,Svalbard: Sassendalen,78.270961 N 17.228315 E,,,,,,,,"Copenhagen University, Morten Schostag; 2017-11-09"
SRR8667960,SRS4437814,,,USA: UCLA School of Dentistry,34.07 N 118.44 W,,,,,,,,"J. Craig Venter Institute, Jonathon Baker; 2019-03-04"
SRR11828959,SRS6694001,,,"USA: Rowley, Massachusetts",42.7489 N 70.8243 W,,,,,,,,JGI; 2020-03-31
SRR7043019,SRS3200188,,,Pacific Ocean,18.54 N 107.29 W,,,,,,,,"Georgia Institute of Technology, Frank Stewart; 2017-09-13"
SRR6221661,SRS2633735,,,"USA: University of North Carolina, Chapel Hill",35.9082 N 79.0499 W,,,,,,,,JGI; 2017-09-26
SRR5829939,SRS2357565,,,"USA:Alaska, USA",63.8830 N 145.733 W,,,,,,,,JGI; 2017-01-25
SRR10748809,SRS5869702,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.78383 N 158.69367 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR6369242,SRS2752582,,,USA: Utah,38.27 N 109.32 W,,,,,,,,"Connecticut Agricultural Experiment Station, Blaire Steven; 2017-12-11"
SRR3233870,SAMN04536617,,,USA: Station 20 at the Neuse River Estuary,35.15330 N 77.07648 W,,,,,,,,"UNC AT CHAPEL HILL, Weida Gong; 2016-03-07"
SRR9938981,SAMN12511924,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR5251509,SRS1974626,,,USA: University of North Carolina,35.9082 N 79.0499 W,,,,,,,,JGI; 2017-01-25
ERR3322253,SAMEA5564709,,,Sweden,,56°55.851,17°03.640,2,,,,,EBI; 2020-07-29
SRR4022171,SRS1611161,,,"USA:Harvard Forest LTER, Petersham, MA, USA",42.471116 N 72.17263 W,,,,,,,,JGI; 2016-08-06
SRR6049556,SAMN07631325,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2017-09-11
SRR6281430,SRS2679155,,,USA: New York,42.754468 N 76.470780 W,,,,,,,,"Cornell University, Ian Hewson; 2017-11-10"
SRR2542007,SAMN03760856,,,Greece,35.17 N 21.42 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2015-06-03"
SRR6399960,SRS2776656,,,"USA:arizona,Tucson",32.2156971 N 111.048771 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR1712155,ERS492852,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-9.1463, longitudee=-140.515)",,,,-9.1463,-9.1435,-140.515,-140.5324,EBI; 2014-07-17
SRR10882120,SRS5988693,,,,,,,,,,,,"Biological Systems Division, Pacific Northwest National Laboratory, Daniel Naylor; 2020-01-13"
SRR5208271,SRS1943437,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR4095706,SRS1656048,,,USA:North Pacific,,,,,,,,,"University of Georgia, Bryndan Durham; 2015-01-20"
SRR9061377,SAMN11653962,,,Canada:Dundalk,44.16 N 80.39 W,,,,,,,,"University of Windsor, Adam Skoyles; 2019-05-15"
SRR352321,SAMN00737843,,,,,,,,,,,,"Eawag, David Johnson; 2011-10-07"
SRR7523247,SRS3547872,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6253161,SRS2659018,,,USA: Illinois,40.1191 N 88.1952 W,,,,,,,,JGI; 2017-09-11
ERR3586801,SAMEA2623119,,,,"(latituden=35.3671, longitudee=-127.7422)",,,,35.3671,35.4068,-127.7422,-127.7432,EBI; 2019-10-10
SRR2083777,SRS976857,,,USA: Ohio,,,,,,,,,"Auburn University, Molli Newman; 2015-06-30"
SRR6324930,SRS2716311,,,Canada: Varennes,45.6998913 N 73.4298324 W,,,,,,,,"Institut National de la Recherche Scientifique, Etienne Yergeau; 2017-11-24"
SRR7686442,SAMN09094174,,,France: Rollainville,48.3625 N 5.7397 E,,,,,,,,JGI; 2018-05-08
SRR9962379,SAMN12567847,,,,,,,,,,,,"Dome, Dome Adoonsook; 2019-08-13"
SRR7963362,SRS3876104,,,USA: Oregon,46.1812 N 123.1834 W,,,,,,,,JGI; 2018-05-08
SRR3933521,SRS1572478,,,Canada:Atlantic,46.431 N 48.480 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
ERR1711865,SAMEA2621498,,(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925),,"(latituden=-60.2287, longitudee=-60.6476)",,,,-60.2287,-60.3606,-60.6476,-60.5096,EBI; 2014-07-17
SRR10748746,SRS5869760,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.48967 N 158.48900 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR7870790,SRS3795571,,,Netherlands:Wageningen,51.9692 N 5.6654 E,,,,,,,,"Wageningen University & Research, Anna Alekseeva; 2018-09-18"
SRR8549900,SRS4343052,,,Norway: Oslo,59.9989 N 10.7903 E,,,,,,,,JGI; 2019-02-01
SRR10748798,SAMN13639915,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.45700 N 158.51433 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
ERR3586868,ERS494118,,(search radius=5 degrees) Marine Ecoregion:Virginian (MRGID:21853),,"(latituden=36.3698, longitudee=-72.9669)",,,,36.3698,36.3551,-72.9669,-72.8046,EBI; 2019-10-10
SRR9034342,SRS4740654,,,USA: Pennsylvania,40.7997 N 77.8629 W,,,,,,,,JGI; 2019-04-25
SRR7970114,SRS3882359,,,Antarctica:Arthur Harbor,64.77253 S 64.054111 W,,,,,,,,"UC San Diego, Jeff Bowman; 2018-10-05"
SRR1953059,SRS1854603,,,USA: District of Columbia,38.823126 N 77.017947 W,,,,,,,,"US Naval Research Laboratory, Brian Eddie; 2015-04-06"
SRR5052259,SRS1817718,,,Saudi Arabia,21.41 N 38.30 E,,,,,,,,"KAUST, Christian Voolstra; 2016-11-03"
SRR5500785,SRS2163349,,,"USA: Lake Washington, Seattle, Washington",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-02-17
SRR7962244,SAMN09201260,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-05-11
SRR6233162,SRS2643023,,,Atlantic Ocean:Southern Atlantic ocean,,,,,,,,,JGI; 2017-09-11
SRR11622682,SAMN14510216,,,USA: Florida,26.6591 N 80.6279 W,,,,,,,,JGI; 2020-03-31
SRR7523330,SAMN09631105,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR1711913,SAMEA2619725,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=34.453, longitudee=14.9538)",,,,34.453,34.4434,14.9538,14.9826,EBI; 2014-07-17
SRR6342641,SRS2732275,,,USA:Texas,29.635 N 93.6417 W,,,,,,,,"Mount Allison University, Andrew Irwin; 2017-12-01"
ERR1712184,SAMEA2619789,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=39.3991, longitudee=19.3997)",,,,39.3991,39.3757,19.3997,19.4167,EBI; 2014-07-17
SRR3880255,SAMN05372189,,,USA:North Pacific,48.575 N 125.5 W,,,,,,,,"University of Washington, Bryndan Durham; 2016-07-11"
SRR8238082,SAMN09091705,,,"USA: Cedar Creek Ecosystem Science Reserve, East Bethel, Minnesota",45.4036 N 93.1889 W,,,,,,,,JGI; 2018-05-08
SRR9939012,SRS5245203,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR6399830,SAMN08216065,,,"USA:california,San Diego",32.887094 N 117.24494 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR2562194,SAMEA4644722,,,Belgium,,50°99'85.06'',3°78'51.70''E,0.1,,,,,EBI; 2018-07-04
ERR3586995,SAMEA2620442,,(search radius=5 degrees) Marine Ecoregion:Mascarene Islands (MRGID:22030),,"(latituden=-21.4966, longitudee=56.9011)",,,,-21.4966,-21.4757,56.9011,56.8133,EBI; 2019-10-10
SRR7962329,SRS3875138,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-05-11
SRR7842610,SRS3786697,,,China: Hong Kong,22.28 N 114.13 E,,,,,,,,"The University Hong Kong, Yulin Wang; 2018-05-15"
SRR8369883,SRS4186912,,,"China: Guangdong, Zhongda",23.1037 N 113.3008 E,,,,,,,,"Sun Yat-Sen University, Jia-Ling Li; 2018-12-22"
SRR7687156,SRS3664950,,,USA: New York,45.0061 N 74.7949 W,,,,,,,,JGI; 2018-05-08
SRR1581657,SAMN03072818,,,"Bahamas: Highborne Cay, Bahamas",24.72 N 76.82 W,,,,,,,,"University of Florida, Jennifer Mobberley; 2014-09-18"
SRR9849977,SAMN12330935,,,"Atlantic Ocean: TAG Hydrothermal Vents, Mid-Atlantic Ridge",26.137188 N 44.826437 W,,,,,,,,"University of Delaware, Sean McAllister; 2019-07-22"
ERR1711910,SAMEA2619778,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=39.3888, longitudee=19.3905)",,,,39.3888,39.3599,19.3905,19.4084,EBI; 2014-07-17
SRR10748750,SAMN13639906,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.49550 N 158.48667 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR3589031,SAMN05163191,,,Sweden: Coastal Baltic Sea sediment,57.89297088 N 16.58553428 E,,,,,,,,"Linnaeus University, Elias Broman; 2016-05-23"
SRR5204281,SRS1940912,,,USA: Lake Michigan,43.1998 N 86.5698 W,,,,,,,,JGI; 2017-01-25
ERR1711939,SAMEA2623504,,"(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)",,"(latituden=25.6168, longitudee=-88.4532)",,,,25.6168,25.7109,-88.4532,-88.4916,EBI; 2015-05-06
SRR5211378,SRS1946087,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR10448242,SRS5650860,,,France,48.31 N 7.44 E,,,,,,,,"Aerial, Lysiane Fougy; 2019-11-15"
SRR10674838,SRS5811535,,,"Spain: Santa Pola, Alicante",,,,,,,,,"Centro de Astrobiologia, Salvador Mirete; 2019-12-12"
SRR9016145,SRS4725748,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-04-25
SRR1028922,SRS455051,,,Canada,"56.72°N, 111.40°W",,,,,,,,"National Research Council of Canada, Etienne Yergeau; 2013-07-03"
ERR566375,ERS506649,,,"Norfolk, Bawburgh Farm",,52.6333,1.1833,,,,,,EBI; 2014-09-19
SRR3097682,SRS1245672,,,USA:California,37.96 N 119.02 W,,,,,,,,"University of Georgia, Christian Edwardson; 2016-01-10"
SRR6032687,SRS2511318,,,Denmark: Kgs. Lyngby,55.788326 N 12.526644 E,,,,,,,,"Universita' Cattolica del Sacro Cuore, Alessandra Fontana; 2017-09-13"
SRR6324899,SRS2716339,,,Canada: Varennes,45.700921 N 73.430375 W,,,,,,,,"Institut National de la Recherche Scientifique, Etienne Yergeau; 2017-11-24"
SRR6399795,SAMN08216087,,,"China:NA,Chengdu",39.3433574 N 117.3616476 E,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7523286,SAMN09631121,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR3587041,SAMEA2620596,,"(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)",,"(latituden=-13.0833, longitudee=46.971)",,,,-13.0833,-13.0782,46.971,46.9724,EBI; 2019-10-10
ERR3586951,ERS491173,,"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Shetland Islands (MRGID:21925)",,"(latituden=-64.3183, longitudee=-53.1081)",,,,-64.3183,-64.2354,-53.1081,-53.0393,EBI; 2019-10-10
SRR6401670,SAMN08219405,,,Australia: NSW,34.073435 S 151.153548 E,,,,,,,,knapier@ccg.murdoch.edu.au's shared submissions; 2017-12-20
SRR6336425,SRS2726828,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
ERR1719145,SAMEA2656982,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.9124, longitudee=-142.5595)",,,,-8.9124,-8.9085,-142.5595,-142.5707,EBI; 2014-07-17
SRR11541463,SAMN14595185,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR8550567,SRS4343642,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR6399547,SRS2776501,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
