group	evalue
Clstr441	Clstr530	1.99e-06
Clstr441	Clstr547	1.92e-05
Clstr441	Clstr551	2.165e-05
Clstr441	Clstr581	3.29e-14
Clstr441	Clstr607	0.000394
Clstr441	Clstr612	0.000849
Clstr441	Clstr629	6.165e-05
Clstr441	Clstr645	0.000371
Clstr441	Clstr661	3.61e-05
Clstr442	Clstr041	4.38e-08
Clstr442	Clstr048	1.21e-05
Clstr442	Clstr051	7.45e-08
Clstr442	Clstr075	1.45e-06
Clstr442	Clstr082	7.03e-05
Clstr442	Clstr097	4.36e-10
Clstr442	Clstr107	1.615e-05
Clstr442	Clstr116	4.2e-07
Clstr442	Clstr135	1.14e-05
Clstr442	Clstr159	3.14e-05
Clstr442	Clstr173	1.71e-16
Clstr442	Clstr179	2.72e-06
Clstr442	Clstr184	6.105e-07
Clstr442	Clstr188	4.905e-06
Clstr442	Clstr210	3.27e-08
Clstr442	Clstr219	2.49e-07
Clstr442	Clstr220	3.03e-08
Clstr442	Clstr252	4.81e-05
Clstr442	Clstr256	0.0002185
Clstr442	Clstr257	9.6e-05
Clstr442	Clstr263	3.38e-06
Clstr442	Clstr276	5.3e-09
Clstr442	Clstr286	0.000522
Clstr442	Clstr299	7.195e-12
Clstr442	Clstr302	0.0002265
Clstr442	Clstr321	6.385e-06
Clstr442	Clstr338	7.82e-06
Clstr442	Clstr349	1.64e-05
Clstr442	Clstr363	0.00016
Clstr442	Clstr406	6.69e-05
Clstr442	Clstr416	7.97e-07
Clstr442	Clstr422	0.00071
Clstr442	Clstr424	2.02e-09
Clstr442	Clstr432	0.000574
Clstr442	Clstr439	3.29e-05
Clstr442	Clstr446	3e-07
Clstr442	Clstr457	3.58e-06
Clstr442	Clstr458	3.78e-05
Clstr442	Clstr464	9.17e-05
Clstr442	Clstr486	2.61e-07
Clstr442	Clstr500	3.52e-10
Clstr442	Clstr507	6.58e-05
Clstr442	Clstr513	1.93e-05
Clstr442	Clstr518	7.335e-05
Clstr442	Clstr529	0.001
Clstr442	Clstr541	0.001
Clstr442	Clstr577	0.001
Clstr442	Clstr593	4.21e-07
Clstr442	Clstr597	3.265e-06
Clstr442	Clstr608	0.000116
Clstr442	Clstr611	2.975e-09
Clstr442	Clstr631	0.0004425
Clstr442	Clstr643	6.435e-09
Clstr442	Clstr650	5.7e-06
Clstr442	Clstr653	7.035e-08
Clstr442	Clstr658	4.14e-06
Clstr442	Clstr667	0.00016
Clstr442	Clstr669	1.365e-07
Clstr442	Clstr681	4.14e-07
Clstr442	Clstr694	4.26e-05
Clstr443	Clstr542	1.049e-31
Clstr443	Clstr689	4.48e-11
Clstr444	Clstr103	0.001
Clstr444	Clstr454	1.05500565e-16
Clstr444	Clstr465	8.755e-09
Clstr444	Clstr558	6.93e-16
Clstr444	Clstr575	1.05e-11
Clstr444	Clstr627	1.15e-18
Clstr444	Clstr654	0.000281
Clstr444	Clstr655	2.1555e-12
Clstr444	Clstr692	1.02e-07
Clstr444	Clstr698	0.000727
Clstr445	Clstr253	0.000131
Clstr445	Clstr260	3.22e-07
Clstr445	Clstr301	1.55e-05
Clstr445	Clstr410	3.655e-06
Clstr445	Clstr597	3.75e-05
Clstr445	Clstr668	0.0003165
Clstr446	Clstr041	0.001
Clstr446	Clstr051	0.000611
Clstr446	Clstr075	0.000113
Clstr446	Clstr097	4.525e-05
Clstr446	Clstr173	0.000104
Clstr446	Clstr184	0.000504
Clstr446	Clstr188	0.000553
Clstr446	Clstr220	0.001
Clstr446	Clstr276	0.000115
Clstr446	Clstr299	1.63e-06
Clstr446	Clstr321	0.000186
Clstr446	Clstr348	0.000108
Clstr446	Clstr406	3.5e-05
Clstr446	Clstr424	1.355e-05
Clstr446	Clstr434	0.0003945
Clstr446	Clstr442	1.73e-07
Clstr446	Clstr486	0.000287
Clstr446	Clstr500	0.000132
Clstr446	Clstr507	0.000633
Clstr446	Clstr597	5.72e-07
Clstr446	Clstr611	5.49e-06
Clstr446	Clstr650	6.93e-08
Clstr446	Clstr681	4.425e-06
Clstr446	Clstr694	9.3e-06
Clstr446	yanvirus	0.001
Clstr447	Clstr134	0.001
Clstr447	Clstr160	7.11e-05
Clstr447	Clstr189	0.000166
Clstr447	Clstr212	4.18e-07
Clstr447	Clstr306	0.000219
Clstr448	Clstr031	4.175e-16
Clstr448	Clstr070	0.000838
Clstr448	Clstr082	0.001
Clstr448	Clstr088	1.245e-08
Clstr448	Clstr105	0.00059
Clstr448	Clstr106	2.95e-06
Clstr448	Clstr124	1.14e-13
Clstr448	Clstr139	0.0007775
Clstr448	Clstr154	1.375e-05
Clstr448	Clstr172	7.42e-10
Clstr448	Clstr200	1.29e-17
Clstr448	Clstr204	2.63e-13
Clstr448	Clstr205	0.000601
Clstr448	Clstr208	2.17e-06
Clstr448	Clstr216	2.03e-13
Clstr448	Clstr239	8.09e-09
Clstr448	Clstr266	0.001
Clstr448	Clstr288	8.225e-08
Clstr448	Clstr339	0.0001215
Clstr448	Clstr357	8.435e-20
Clstr448	Clstr366	2.07e-18
Clstr448	Clstr369	2.26e-10
Clstr448	Clstr396	8.6e-14
Clstr448	Clstr397	0.000243
Clstr448	Clstr441	2.74e-09
Clstr448	Clstr452	0.000841
Clstr448	Clstr454	7.125e-07
Clstr448	Clstr455	0.000838
Clstr448	Clstr456	1.17e-13
Clstr448	Clstr470	0.00075
Clstr448	Clstr474	0.000109
Clstr448	Clstr485	3.35e-09
Clstr448	Clstr488	1.87e-05
Clstr448	Clstr514	2.2685e-05
Clstr448	Clstr516	0.000594
Clstr448	Clstr519	5.155e-15
Clstr448	Clstr530	1.63e-12
Clstr448	Clstr550	2.663e-06
Clstr448	Clstr551	1.73e-05
Clstr448	Clstr566	5.19e-11
Clstr448	Clstr575	0.000276
Clstr448	Clstr581	1.85e-12
Clstr448	Clstr607	2.88e-07
Clstr448	Clstr612	5.8e-11
Clstr448	Clstr629	1.005e-09
Clstr448	Clstr645	2.5235e-13
Clstr448	Clstr661	6.32e-07
Clstr448	Clstr665	6.08e-06
Clstr448	Clstr673	0.000278
Clstr448	Clstr695	5.7035e-09
Clstr448	Clstr696	0.000331
Clstr449	Clstr018	6.93e-05
Clstr449	Clstr025	1.01e-06
Clstr449	Clstr035	4.96e-06
Clstr449	Clstr039	3.3e-05
Clstr449	Clstr054	3.065e-05
Clstr449	Clstr066	0.0001615
Clstr449	Clstr074	0.000175
Clstr449	Clstr079	0.00010315
Clstr449	Clstr083	8.47e-07
Clstr449	Clstr084	1.06e-07
Clstr449	Clstr090	0.0005315
Clstr449	Clstr091	0.0002215
Clstr449	Clstr095	5.305e-05
Clstr449	Clstr127	3.56e-05
Clstr449	Clstr142	0.000103
Clstr449	Clstr182	1.21e-05
Clstr449	Clstr221	1.18e-06
Clstr449	Clstr230	1.183e-06
Clstr449	Clstr300	0.000146
Clstr449	Clstr367	6.02e-05
Clstr449	Clstr436	0.000853
Clstr449	Clstr503	4.42e-05
Clstr449	Clstr617	2.76e-07
Clstr449	Clstr695	0.000258
Clstr450	Clstr052	4.41e-06
Clstr451	Clstr099	2.51e-07
Clstr452	Clstr240	0.000514
Clstr452	Clstr339	1.68e-12
Clstr452	Clstr435	0.001
Clstr452	Clstr448	0.001
Clstr452	Clstr491	0.001
Clstr452	Clstr514	2.145e-17
Clstr452	Clstr516	7.52e-12
Clstr452	Clstr698	1.4895e-05
Clstr453	Clstr432	9.835e-09
Clstr453	Clstr463	5.275e-07
Clstr453	Clstr541	2.76e-13
Clstr453	Clstr557	2.005e-27
Clstr453	Clstr577	1.055e-06
Clstr453	yanvirus	4.78e-11
Clstr454	Clstr220	0.001
Clstr454	Clstr321	0.000619
Clstr454	Clstr338	0.000721
Clstr454	Clstr444	1.29000845e-16
Clstr454	Clstr448	2.34e-06
Clstr454	Clstr465	1.48e-15
Clstr454	Clstr550	0.0007895
Clstr454	Clstr558	8.705e-39
Clstr454	Clstr575	1.052e-52
Clstr454	Clstr614	0.000111
Clstr454	Clstr627	9.31e-19
Clstr454	Clstr629	9.285e-05
Clstr454	Clstr655	4.88e-57
Clstr454	Clstr692	2.86e-20
Clstr455	Clstr031	0.000317
Clstr455	Clstr124	0.0002615
Clstr455	Clstr154	2.89e-10
Clstr455	Clstr172	0.000229
Clstr455	Clstr193	9.33e-09
Clstr455	Clstr200	0.000354
Clstr455	Clstr216	0.00091
Clstr455	Clstr239	8.885e-05
Clstr455	Clstr357	8.21e-05
Clstr455	Clstr396	0.001
Clstr455	Clstr448	0.001
Clstr455	Clstr534	0.000123
Clstr455	Clstr545	4.45e-10
Clstr455	Clstr547	0.0001195
Clstr455	Clstr551	1.15e-07
Clstr455	Clstr612	2.94e-07
Clstr455	Clstr629	0.001
Clstr455	Clstr661	3.725e-05
Clstr456	Clstr031	4.04e-08
Clstr456	Clstr088	0.000556
Clstr456	Clstr124	1.3e-07
Clstr456	Clstr172	2.575e-06
Clstr456	Clstr200	6.08e-09
Clstr456	Clstr204	2.92e-12
Clstr456	Clstr216	2.96e-09
Clstr456	Clstr239	1.425e-05
Clstr456	Clstr288	0.0002585
Clstr456	Clstr357	1.775e-09
Clstr456	Clstr366	4.955e-17
Clstr456	Clstr369	0.000453
Clstr456	Clstr396	1.5e-08
Clstr456	Clstr441	0.000324
Clstr456	Clstr448	2e-13
Clstr456	Clstr488	0.0003075
Clstr456	Clstr514	0.000778
Clstr456	Clstr519	7.16e-08
Clstr456	Clstr530	2.195e-05
Clstr456	Clstr546	3.94e-06
Clstr456	Clstr550	0.0002935
Clstr456	Clstr566	4.6e-08
Clstr456	Clstr581	7.35e-07
Clstr456	Clstr607	5.8e-05
Clstr456	Clstr612	6.05e-05
Clstr456	Clstr629	2.97e-05
Clstr456	Clstr645	0.000119
Clstr456	Clstr661	2.82e-06
Clstr456	Clstr665	3.19e-05
Clstr456	Clstr695	9.74e-06
Clstr457	Clstr041	6.35e-06
Clstr457	Clstr048	0.000558
Clstr457	Clstr051	1.53e-08
Clstr457	Clstr075	7.48e-06
Clstr457	Clstr082	0.000532
Clstr457	Clstr097	1.54e-06
Clstr457	Clstr107	0.000106
Clstr457	Clstr159	0.000526
Clstr457	Clstr173	2.005e-05
Clstr457	Clstr179	7.27e-08
Clstr457	Clstr184	0.0002155
Clstr457	Clstr188	6.27e-05
Clstr457	Clstr210	6.22e-05
Clstr457	Clstr219	1.765e-07
Clstr457	Clstr220	8.72e-08
Clstr457	Clstr257	0.000103
Clstr457	Clstr263	3.425e-05
Clstr457	Clstr276	6.475e-05
Clstr457	Clstr286	0.001
Clstr457	Clstr321	0.000156
Clstr457	Clstr338	6.45e-05
Clstr457	Clstr349	0.000307
Clstr457	Clstr406	0.0001875
Clstr457	Clstr416	0.000297
Clstr457	Clstr424	7.38e-09
Clstr457	Clstr439	0.000564
Clstr457	Clstr442	1.64e-06
Clstr457	Clstr464	7.205e-05
Clstr457	Clstr475	0.001
Clstr457	Clstr486	3.55e-07
Clstr457	Clstr500	7.885e-07
Clstr457	Clstr507	0.000359
Clstr457	Clstr513	7.33e-05
Clstr457	Clstr593	0.000111
Clstr457	Clstr597	6.16e-05
Clstr457	Clstr611	3.81e-06
Clstr457	Clstr650	7.67e-05
Clstr457	Clstr666	0.000688
Clstr457	Clstr669	5.045e-05
Clstr457	Clstr694	0.000351
Clstr458	Clstr041	5.98e-05
Clstr458	Clstr048	2.97e-05
Clstr458	Clstr051	0.0006655
Clstr458	Clstr097	5.585e-06
Clstr458	Clstr173	0.001
Clstr458	Clstr179	2.82e-06
Clstr458	Clstr210	0.000231
Clstr458	Clstr219	0.000493
Clstr458	Clstr252	2.015e-07
Clstr458	Clstr256	0.00014
Clstr458	Clstr424	1.775e-05
Clstr458	Clstr442	3.22e-05
Clstr458	Clstr500	0.000147
Clstr458	Clstr513	5.825e-07
Clstr458	Clstr611	0.001
Clstr459	Clstr237	9.495e-10
Clstr459	Clstr282	3.97e-05
Clstr459	luteo-sobemo	5.3e-06
Clstr460	Clstr319	4.69e-24
Clstr461	Clstr045	0.000394
Clstr462	Clstr032	0.000406
Clstr462	Clstr101	1.08e-10
Clstr462	Clstr413	0.000827
Clstr462	Clstr483	3.455e-08
Clstr462	Clstr683	0.0002925
Clstr462	partiti-picobirna	0.000246
Clstr463	Clstr210	0.0003295
Clstr463	Clstr416	0.0006645
Clstr463	Clstr432	4.88e-21
Clstr463	Clstr453	5.58e-07
Clstr463	Clstr541	1.4e-14
Clstr463	Clstr557	9.315e-11
Clstr463	Clstr577	2.15e-13
Clstr463	Clstr611	0.001
Clstr463	yanvirus	5.22e-12
Clstr464	Clstr041	0.000242
Clstr464	Clstr051	9.205e-05
Clstr464	Clstr097	2.15e-05
Clstr464	Clstr173	0.00047
Clstr464	Clstr179	0.0002515
Clstr464	Clstr188	0.001
Clstr464	Clstr210	1.01e-05
Clstr464	Clstr219	1.88e-05
Clstr464	Clstr220	5.29e-05
Clstr464	Clstr257	0.000563
Clstr464	Clstr263	0.000229
Clstr464	Clstr321	0.000422
Clstr464	Clstr338	0.0007955
Clstr464	Clstr340	1.355e-18
Clstr464	Clstr349	0.000209
Clstr464	Clstr406	4.61e-05
Clstr464	Clstr416	0.00087
Clstr464	Clstr424	4.975e-06
Clstr464	Clstr439	3.33e-05
Clstr464	Clstr442	5.91e-05
Clstr464	Clstr457	9.315e-05
Clstr464	Clstr475	0.001
Clstr464	Clstr486	3.36e-05
Clstr464	Clstr500	7.99e-05
Clstr464	Clstr611	1.34e-05
Clstr464	Clstr650	0.000228
Clstr464	Clstr651	0.001
Clstr464	Clstr669	0.0001345
Clstr464	Clstr694	0.000505
Clstr465	Clstr444	5.16e-09
Clstr465	Clstr454	7.12e-16
Clstr465	Clstr558	7.5e-17
Clstr465	Clstr575	7.5e-14
Clstr465	Clstr627	6.415e-07
Clstr465	Clstr654	1.96e-06
Clstr465	Clstr655	4.99e-14
Clstr465	Clstr692	7.175e-19
Clstr466	Clstr087	3.51e-28
Clstr466	Clstr129	2.14e-23
Clstr466	Clstr137	4.785e-31
Clstr466	Clstr168	1.21e-23
Clstr466	Clstr225	7.3e-23
Clstr466	Clstr347	9.04e-25
Clstr466	Clstr348	4.42e-32
Clstr466	Clstr389	1.328e-06
Clstr466	Clstr422	0.000242
Clstr466	Clstr501	1.284e-28
Clstr466	Clstr506	7.54e-29
Clstr466	Clstr526	4.145e-27
Clstr466	Clstr561	3.865e-19
Clstr466	Clstr599	7.45e-30
Clstr466	Clstr601	8.9185e-29
Clstr466	Clstr604	7.395e-30
Clstr466	Clstr623	1.63e-31
Clstr466	Clstr625	2.01e-17
Clstr466	Clstr649	4.66e-05
Clstr467	Clstr260	0.0002465
Clstr467	Clstr710	3.99e-08
Clstr468	Clstr626	4.755e-09
Clstr469	Clstr043	2.86e-09
Clstr469	Clstr060	4.35e-07
Clstr469	Clstr067	7.23e-05
Clstr469	Clstr181	0.001
Clstr469	Clstr494	4.12e-05
Clstr469	Clstr510	0.000466
Clstr469	Clstr549	7.91e-06
Clstr469	Clstr563	1.17e-05
Clstr469	Clstr586	0.000121
Clstr469	Clstr664	1.86e-05
Clstr469	Clstr666	0.001
Clstr470	Clstr031	0.000693
Clstr470	Clstr124	0.000748
Clstr470	Clstr172	0.001
Clstr470	Clstr200	0.000888
Clstr470	Clstr204	0.000899
Clstr470	Clstr216	6.25e-05
Clstr470	Clstr357	0.000592
Clstr470	Clstr366	0.000896
Clstr470	Clstr396	0.000356
Clstr470	Clstr448	0.000519
Clstr470	Clstr581	0.000514
Clstr470	Clstr645	0.000299
Clstr470	Clstr665	0.000867
Clstr470	Clstr673	0.001
Clstr471	Clstr110	2.025e-13
Clstr471	Clstr118	9.49e-11
Clstr471	Clstr163	5.29e-15
Clstr471	Clstr177	0.000699
Clstr471	Clstr246	1.63e-09
Clstr471	Clstr268	0.000665
Clstr471	Clstr389	4.235e-07
Clstr471	Clstr490	1.88e-15
Clstr471	Clstr502	0.0006375
Clstr471	Clstr515	8.5e-12
Clstr471	Clstr561	0.000145
Clstr471	Clstr596	0.0003785
Clstr471	Clstr601	0.000196
Clstr471	Clstr623	0.000842
Clstr471	Clstr625	0.000508
Clstr471	Clstr642	7.405e-08
Clstr472	Clstr473	1.183e-41
Clstr472	Clstr533	1.11e-18
Clstr472	Clstr587	3.43e-31
Clstr473	Clstr369	0.001
Clstr473	Clstr472	1.5155e-41
Clstr473	Clstr533	9.295e-22
Clstr473	Clstr587	9.72e-33
Clstr473	Clstr653	0.001
Clstr474	Clstr309	3.23e-10
Clstr474	Clstr404	3.03e-08
Clstr474	Clstr448	0.00081
Clstr474	Clstr566	0.000553
Clstr474	Clstr629	0.000522
Clstr474	Clstr695	7.89e-05
Clstr475	Clstr263	0.001
Clstr475	Clstr353	1.96e-07
Clstr475	Clstr424	0.000581
Clstr475	Clstr457	0.001
Clstr475	Clstr464	0.001
Clstr475	Clstr611	2e-04
Clstr475	Clstr650	0.0005195
Clstr475	Clstr694	1.755e-06
Clstr476	Clstr008	0.000458
Clstr476	Clstr010	0.000559
Clstr476	Clstr014	2.03e-14
Clstr476	Clstr019	5.39e-09
Clstr476	Clstr024	1.965e-07
Clstr476	Clstr029	0.000125
Clstr476	Clstr085	0.0004845
Clstr476	Clstr086	2.38e-09
Clstr476	Clstr108	0.000623
Clstr476	Clstr113	2.42e-07
Clstr476	Clstr122	1.04e-08
Clstr476	Clstr279	7.16e-05
Clstr476	Clstr670	0.001
Clstr477	Clstr076	9.865e-24
Clstr477	Clstr080	1.43e-11
Clstr477	Clstr260	0.000522
Clstr477	Clstr526	0.000383
Clstr477	Clstr630	8.49e-05
Clstr479	Clstr040	2.085e-20
Clstr480	na-daxi	6.52e-08
Clstr481	Clstr100	1.92e-05
Clstr481	Clstr139	9.79e-05
Clstr481	Clstr298	1.95e-16
Clstr481	Clstr360	6.715e-13
Clstr481	Clstr401	1.69e-16
Clstr481	Clstr402	1.36e-06
Clstr481	Clstr572	3.07e-06
Clstr481	Clstr589	2.325e-06
Clstr482	Clstr026	9.16e-07
Clstr483	Clstr032	2.32e-08
Clstr483	Clstr069	1.145e-06
Clstr483	Clstr101	2.1e-07
Clstr483	Clstr413	0.001
Clstr483	Clstr462	4.06e-08
Clstr483	partiti-picobirna	1.33e-05
Clstr484	Clstr542	0.000854
Clstr485	Clstr031	2.635e-05
Clstr485	Clstr106	0.001
Clstr485	Clstr124	1.085e-05
Clstr485	Clstr154	0.0001245
Clstr485	Clstr172	0.000297
Clstr485	Clstr200	3.19e-05
Clstr485	Clstr216	5.535e-05
Clstr485	Clstr357	1.16e-06
Clstr485	Clstr369	3.145e-05
Clstr485	Clstr396	0.000697
Clstr485	Clstr441	2.73e-17
Clstr485	Clstr448	3.45e-09
Clstr485	Clstr455	0.001
Clstr485	Clstr519	0.000394
Clstr485	Clstr530	1.07e-05
Clstr485	Clstr547	0.000106
Clstr485	Clstr551	0.000149
Clstr485	Clstr566	0.001
Clstr485	Clstr581	7.25e-17
Clstr485	Clstr607	1.338e-05
Clstr485	Clstr612	3e-04
Clstr485	Clstr629	5.31e-07
Clstr485	Clstr645	0.000279
Clstr485	Clstr661	1.45e-05
Clstr485	Clstr673	0.0007875
Clstr485	Clstr698	0.000285
Clstr486	Clstr041	2.15e-06
Clstr486	Clstr048	0.000206
Clstr486	Clstr051	2.16e-06
Clstr486	Clstr075	2.35e-06
Clstr486	Clstr082	0.000233
Clstr486	Clstr097	4.92e-08
Clstr486	Clstr107	0.000171
Clstr486	Clstr159	0.0007545
Clstr486	Clstr173	2.31e-05
Clstr486	Clstr179	2.28e-07
Clstr486	Clstr184	3.27e-06
Clstr486	Clstr188	2.22e-05
Clstr486	Clstr210	0.000164
Clstr486	Clstr219	7.74e-08
Clstr486	Clstr220	1.74e-09
Clstr486	Clstr247	0.000567
Clstr486	Clstr257	0.0003745
Clstr486	Clstr263	2.38e-05
Clstr486	Clstr276	4.72e-06
Clstr486	Clstr286	0.000585
Clstr486	Clstr299	1.05e-05
Clstr486	Clstr302	0.001
Clstr486	Clstr321	1.46e-05
Clstr486	Clstr328	0.000339
Clstr486	Clstr338	4.01e-06
Clstr486	Clstr406	2.26e-05
Clstr486	Clstr416	0.00051
Clstr486	Clstr424	2.02e-07
Clstr486	Clstr432	0.001
Clstr486	Clstr439	0.000141
Clstr486	Clstr442	1.78e-07
Clstr486	Clstr446	0.000304
Clstr486	Clstr457	5.5e-07
Clstr486	Clstr464	3.65e-05
Clstr486	Clstr500	6.495e-07
Clstr486	Clstr507	0.000166
Clstr486	Clstr513	0.0002285
Clstr486	Clstr535	0.001
Clstr486	Clstr554	0.000207
Clstr486	Clstr576	0.0007595
Clstr486	Clstr593	1.86e-05
Clstr486	Clstr597	3.355e-05
Clstr486	Clstr608	0.000242
Clstr486	Clstr611	1.0025e-06
Clstr486	Clstr614	0.001
Clstr486	Clstr650	1.76e-05
Clstr486	Clstr653	0.001
Clstr486	Clstr658	0.000307
Clstr486	Clstr669	4.96e-05
Clstr486	Clstr681	0.0006065
Clstr486	Clstr694	3.355e-05
Clstr486	tombus-noda	0.001
Clstr487	Clstr203	2.49e-09
Clstr487	Clstr238	1.16e-08
Clstr487	Clstr317	1.82e-06
Clstr487	Clstr395	1.1601185e-09
Clstr487	Clstr489	0.0002535
Clstr487	Clstr517	4.88e-05
Clstr487	Clstr543	2.56e-08
Clstr487	Clstr574	0.001
Clstr487	Clstr630	0.000725
Clstr487	Clstr699	3.135e-06
Clstr488	Clstr204	0.001
Clstr488	Clstr216	0.000339
Clstr488	Clstr366	1.05e-05
Clstr488	Clstr448	1.69e-07
Clstr488	Clstr456	7.45e-05
Clstr488	Clstr566	4.6e-05
Clstr488	Clstr581	0.00014105
Clstr488	Clstr695	1.987205e-09
Clstr489	Clstr395	9.17e-06
Clstr489	Clstr487	0.0003025
Clstr489	Clstr543	6.12e-05
Clstr489	Clstr574	0.0003855
Clstr489	Clstr699	0.001
Clstr490	Clstr087	4.73e-05
Clstr490	Clstr110	1.52e-15
Clstr490	Clstr118	3.73e-14
Clstr490	Clstr163	1.255e-15
Clstr490	Clstr168	0.000719
Clstr490	Clstr177	5.046e-06
Clstr490	Clstr238	4.54e-05
Clstr490	Clstr246	1.995e-10
Clstr490	Clstr348	7.45e-05
Clstr490	Clstr471	1.65e-16
Clstr490	Clstr502	3.475e-07
Clstr490	Clstr515	6.63e-19
Clstr490	Clstr561	1.255e-05
Clstr490	Clstr596	1.1885e-05
Clstr490	Clstr599	0.00029
Clstr490	Clstr601	1.99e-05
Clstr490	Clstr604	0.000357
Clstr490	Clstr625	0.000151
Clstr490	Clstr642	3.72e-08
Clstr491	Clstr088	0.001
Clstr491	Clstr252	0.000494
Clstr491	Clstr452	0.000601
Clstr491	Clstr629	0.0009035
Clstr491	Clstr673	0.000583
Clstr492	Clstr679	0.000115
Clstr493	Clstr068	7.53e-14
Clstr493	Clstr191	2.73e-17
Clstr493	Clstr303	0.001
Clstr493	Clstr658	3.86e-05
Clstr494	Clstr043	3.96e-06
Clstr494	Clstr060	1.24e-05
Clstr494	Clstr067	9.03e-08
Clstr494	Clstr469	4.08e-05
Clstr494	Clstr510	5.33e-06
Clstr494	Clstr548	0.00074
Clstr494	Clstr549	2.57e-08
Clstr494	Clstr664	4.23e-08
Clstr494	Clstr666	0.0001215
Clstr495	Clstr128	0.000617
Clstr495	Clstr211	8.5e-05
Clstr496	tombus-noda	0.000727
Clstr499	Clstr047	0.000414
Clstr500	Clstr041	1.2e-07
Clstr500	Clstr048	6.41e-05
Clstr500	Clstr051	1.085e-06
Clstr500	Clstr075	3.02e-06
Clstr500	Clstr082	3.735e-05
Clstr500	Clstr097	1.66e-08
Clstr500	Clstr107	0.000794
Clstr500	Clstr159	7.46e-05
Clstr500	Clstr173	5.18e-07
Clstr500	Clstr179	3.685e-06
Clstr500	Clstr184	1.47e-06
Clstr500	Clstr188	8.45e-06
Clstr500	Clstr210	1.8e-06
Clstr500	Clstr219	1.43e-07
Clstr500	Clstr220	2.37e-07
Clstr500	Clstr247	0.001
Clstr500	Clstr250	0.001
Clstr500	Clstr255	7e-04
Clstr500	Clstr256	0.000132
Clstr500	Clstr257	3.505e-05
Clstr500	Clstr263	7.19e-07
Clstr500	Clstr276	7.9e-07
Clstr500	Clstr286	0.000214
Clstr500	Clstr299	7.5e-07
Clstr500	Clstr302	0.000352
Clstr500	Clstr321	3.545e-05
Clstr500	Clstr326	0.000479
Clstr500	Clstr338	1.98e-05
Clstr500	Clstr349	9.72e-05
Clstr500	Clstr406	6.93e-05
Clstr500	Clstr416	0.000104
Clstr500	Clstr424	1.475e-07
Clstr500	Clstr442	2.18e-10
Clstr500	Clstr446	9.44e-05
Clstr500	Clstr457	1.29e-06
Clstr500	Clstr458	0.000132
Clstr500	Clstr464	8.31e-05
Clstr500	Clstr486	6.535e-07
Clstr500	Clstr507	0.0003305
Clstr500	Clstr513	8.99e-06
Clstr500	Clstr593	3.255e-05
Clstr500	Clstr597	1.565e-05
Clstr500	Clstr608	0.000252
Clstr500	Clstr611	6.05e-08
Clstr500	Clstr650	2.22e-06
Clstr500	Clstr651	0.000475
Clstr500	Clstr653	0.0004435
Clstr500	Clstr658	0.000362
Clstr500	Clstr669	1.12e-06
Clstr500	Clstr681	0.000366
Clstr500	Clstr694	4.62e-06
Clstr501	Clstr087	1.97e-23
Clstr501	Clstr129	3.37e-19
Clstr501	Clstr137	8.83e-25
Clstr501	Clstr168	2.79e-20
Clstr501	Clstr225	5.49e-19
Clstr501	Clstr246	0.000249
Clstr501	Clstr347	5.38e-19
Clstr501	Clstr348	3.63e-27
Clstr501	Clstr389	1.11e-06
Clstr501	Clstr466	7.65e-28
Clstr501	Clstr506	1.1285e-21
Clstr501	Clstr526	3.14e-23
Clstr501	Clstr561	1.55e-19
Clstr501	Clstr599	5.17e-22
Clstr501	Clstr601	3.64e-19
Clstr501	Clstr604	3.73e-25
Clstr501	Clstr623	2.372e-46
Clstr501	Clstr625	1.68e-20
Clstr501	Clstr649	0.000304
Clstr502	Clstr110	0.001
Clstr502	Clstr118	0.0003375
Clstr502	Clstr163	0.000674
Clstr502	Clstr177	2.2305e-22
Clstr502	Clstr471	0.000905
Clstr502	Clstr490	5.715e-06
Clstr502	Clstr515	0.000144
Clstr502	Clstr527	0.000136
Clstr502	Clstr596	0.000414
Clstr502	Clstr622	0.001
Clstr503	Clstr018	0.001
Clstr503	Clstr025	9.7e-06
Clstr503	Clstr035	3.68e-05
Clstr503	Clstr039	2.77e-05
Clstr503	Clstr054	0.0008115
Clstr503	Clstr066	2.005e-05
Clstr503	Clstr074	0.000773
Clstr503	Clstr079	0.0005505
Clstr503	Clstr083	1.055e-06
Clstr503	Clstr084	1.175e-06
Clstr503	Clstr090	0.000755
Clstr503	Clstr095	0.000872
Clstr503	Clstr127	0.000294
Clstr503	Clstr142	0.0004115
Clstr503	Clstr182	4.36e-06
Clstr503	Clstr217	4.265e-05
Clstr503	Clstr230	3.095e-06
Clstr503	Clstr300	0.000918
Clstr503	Clstr323	0.000105
Clstr503	Clstr367	6.64e-06
Clstr503	Clstr436	2.57e-05
Clstr503	Clstr449	4.52e-05
Clstr503	Clstr617	2.38e-05
Clstr504	Clstr307	0.000217
Clstr504	Clstr383	1.725e-09
Clstr505	Clstr130	1.09e-14
Clstr506	Clstr087	2.06e-23
Clstr506	Clstr129	6.37e-21
Clstr506	Clstr137	4.28e-25
Clstr506	Clstr168	1.5155e-20
Clstr506	Clstr183	0.000391
Clstr506	Clstr225	3.295e-19
Clstr506	Clstr347	5.98e-19
Clstr506	Clstr348	1.97e-24
Clstr506	Clstr389	6.39e-07
Clstr506	Clstr466	5.64e-29
Clstr506	Clstr501	1.285e-21
Clstr506	Clstr526	6.89e-23
Clstr506	Clstr539	0.000225
